word	-a	-u	syllables	last cons. cluster	all vowels	last vowel	suffix	meaning	semantics
armenizm	-	+	3	zm	aei	i	izm	NOT FOUND	
arminianizm	-	+	5	zm	aiiai	i	izm	"doktryna arminianów"	абстрактное понятие
arom	-	+	2	m	ao	o		"symbol pierwiastka chemicznego argon"	
aromacik	-	+	4	k	aoai	i	acik	"przyjemny zapach"	
aromat	-	+	3	t	aoa	a	at	"przyjemny zapach"	
aromatyzer	+	-	5	r	aoaye	e	er	"środek aromatyzujący"	
aron	-	+	2	n	ao	o		"roślina o kwiatach zebranych w kolbę okrytą pochwą"	растение
aronek	+	-	3	k	aoe	e	ek	NOT FOUND	
arpicord	-	+	3	rd	aio	o		NOT FOUND	
arras	-	+	2	s	aa	a		"artystyczna tkanina ścienna, naśladująca obraz, wyrabiana w średniowiecznych manufakturach"	артефакт
arrowroot	-	+	4	t	aooo	o		"mączka skrobiowa otrzymywana z korzeni, bulw lub owoców niektórych roślin tropikalnych"	
arsan	-	+	2	n	aa	a		NOT FOUND	
arsen	-	+	2	n	ae	e		"pierwiastek chemiczny, srebrzystobiały półmetal"	
arsenalik	-	+	4	k	aeai	i	alik	NOT FOUND	
arsenał	-	+	3	ł	aea	a	ał	"budynek lub inne pomieszczenie, przeznaczone na skład broni"	
arsenek	-	+	3	k	aee	e	ek	"związek arsenu z metalem"	
arseniak	-	+	4	k	aeia	a	iak	NOT FOUND	
arsenian	-	+	4	n	aeia	a	ian	"sól kwasu arsenowego w postaci krystalicznego ciała stałego"	
arsenin	-	+	3	n	aei	i	in	NOT FOUND	
arsenit	-	+	3	t	aei	i	it	NOT FOUND	
arsenolit	-	+	4	t	aeoi	i		NOT FOUND	
arsenopiryt	-	+	5	t	aeoiy	y		"minerał, najważniejsza ruda arsenu"	
arsenosiarczek	-	+	6	k	aeoiae	e	ek	NOT FOUND	
arsenowodór	-	+	5	r	aeooó	ó		"silnie trujący, ciężki gaz o zapachu czosnku"	вещество
arszenik	-	+	3	k	aei	i		"trójtlenek arsenu, biały proszek bez zapachu, bardzo silnie trujący"	
arszyn	-	+	2	n	ay	y		"jednostka długości równa około 3/4 m, używana w dawnej Rosji"	единица измерения
artefakt	-	+	3	kt	aea	a		"coś, co jest dziełem ludzkiego umysłu i ludzkiej pracy w odróżnieniu od wytworów natury"	артефакт
artel	-	+	2	l	ae	e		"zrzeszenie drobnotowarowych wytwórców w Rosji"	
artretyzm	-	+	3	zm	aey	y	yzm	"przewlekła choroba wywołana zaburzeniem przemiany materii, powodująca dotkliwe bóle i zniekształcenia stawów"	
artroskop	-	+	3	p	aoo	o		"przyrząd wyposażony w teleskop optyczny, umożliwiający oglądanie wnętrza stawu"	артефакт
artyficjalizm	-	+	5	zm	ayiai	i	izm	"przekonanie występujące u dzieci w wieku przedszkolnym, że niektóre przedmioty i zjawiska przyrody są przez kogoś w jakimś celu zrobione"	
artykulator	+	-	5	r	ayuao	o		NOT FOUND	
artykulik	-	+	4	k	ayui	i		"tekst publicystyczny, literacki lub naukowy zamieszczony w gazecie lub czasopiśmie"	
artykuł	-	+	3	ł	ayu	u		"tekst publicystyczny, literacki lub naukowy zamieszczony w gazecie lub czasopiśmie"	
artyzm	-	+	2	zm	ay	y	yzm	"umiejętność tworzenia rzeczy pięknych"	
artzin	-	+	2	n	ai	i		NOT FOUND	
aryk	-	+	2	k	ay	y		NOT FOUND	
aryl	-	+	2	l	ay	y		"jednowartościowa grupa organiczna"	
arymaż	-	+	3	ż	aya	a		"równomierne rozmieszczenie ładunku na statku"	
arystokratyzm	-	+	5	zm	ayoay	y	yzm	"arystokratyczne pochodzenie"	
aryston	-	+	3	n	ayo	o		"rodzaj domowej katarynki, popularnej w XIX w."	
arystotelizm	-	+	5	zm	ayoei	i	izm	"doktryna filozoficzna Arystotelesa"	абстрактное понятие
arytmograf	-	+	4	f	ayoa	a		NOT FOUND	
arytmogryf	-	+	4	f	ayoy	y		"łamigłówka cyfrowa, której rozwiązanie polega na wstawieniu odpowiednich liter na miejsce podanych cyfr"	артефакт
arytmometr	-	+	4	tr	ayoe	e		"urządzenie do wykonywania działań arytmetycznych"	артефакт
arywizm	-	+	3	zm	ayi	i	izm	"chęć dojścia za wszelką cenę do stanowiska, władzy lub pieniędzy"	
as	+	-	1	s	a	a		"symbol pierwiastka chemicznego arsen"	
asambl	-	+	2	mbl	aa	a		"zebranie towarzyskie, bal lub raut"	
asamblaż	-	+	3	ż	aaa	a		"trójwymiarowa kompozycja utworzona z różnych przedmiotów"	
ascendent	-	+	3	nt	aee	e		"krewny w linii wstępnej, np. ojciec, dziadek"	
ascetyzm	-	+	3	zm	aey	y	yzm	"zasady i praktyki ascetów"	
ascon	-	+	2	n	ao	o		NOT FOUND	
asdic	+	+	2	c	ai	i		"urządzenie hydrolokacyjne wykrywające zanurzone okręty podwodne"	артефакт
aseksualizm	-	+	5	zm	aeuai	i	izm	"brak zainteresowania sprawami płci i seksu"	
asekurantyzm	-	+	5	zm	aeuay	y	yzm	"przesadnie ostrożne postępowanie pozwalające na uchylenie się od odpowiedzialności za działanie, którego wyniku nie da się przewidzieć"	
asembler	+	-	3	r	aee	e	er	"prosty język programowania, którego podstawowe instrukcje odpowiadają rozkazom wykonywanym bezpośrednio przez procesor komputera"	
asenterunek	-	+	5	k	aeeue	e	ek	"pobór do wojska"	
asfalt	-	+	2	lt	aa	a		"substancja otrzymywana z ropy naftowej lub węgla, służąca do budowy nawierzchni ulic, wyrobu materiałów izolacyjnych, papy i lakierów"	вещество
asfalten	-	+	3	n	aae	e		"składnik asfaltu"	артефакт
asfaltobeton	-	+	5	n	aaoeo	o		"masa składająca się z asfaltu i piasku lub drobnego kruszywa"	
asfaltyt	-	+	3	t	aay	y		"twarda, czarna skała osadowa, odznaczająca się wysoką temperaturą topnienia"	вещество
asfodel	+	+	3	l	aoe	e		"roślina ozdobna pochodząca z obszarów śródziemnomorskich"	растение
asik	+	-	2	k	ai	i	ik	NOT FOUND	
askaryt	-	+	3	t	aay	y		NOT FOUND	
asklepiejon	-	+	5	n	aeieo	o		"w starożytnej Grecji: święte miejsce Asklepiosa i ośrodek medyczny prowadzony przez jego kapłanów"	
askogon	-	+	3	n	aoo	o		"żeński organ rozmnażania płciowego u grzybów workowców"	
askorbyl	-	+	3	l	aoy	y		NOT FOUND	
asocjacjonizm	-	+	5	zm	aoaoi	i	izm	"teoria, która całość życia psychicznego człowieka tłumaczy tworzeniem się skojarzeń"	абстрактное понятие
asonans	-	+	3	ns	aoa	a		"rym niedokładny, polegający na identyczności samych tylko samogłosek"	
asortyment	-	+	4	nt	aoye	e		"zestaw towarów lub usług proponowany klientom"	
asparagus	+	-	4	s	aaau	u		"roślina ozdobna o bardzo dekoracyjnych, delikatnych, pierzastych gałązkach"	растение
aspartam	-	+	3	m	aaa	a		"syntetyczny środek słodzący"	
aspekt	-	+	2	kt	ae	e		"punkt widzenia, z którego się coś rozpatruje"	
aspirant	+	-	3	nt	aia	a		"osoba ubiegająca się o coś, np. o stanowisko lub urząd"	
aspirator	+	-	4	r	aiao	o		"przyrząd do odsysania płynów i gazów z jam lub narządów ciała"	артефакт
asport	-	+	2	rt	ao	o		"w okultyzmie: zniknięcie przedmiotu lub osoby i pojawienie się ich w innym miejscu"	
assemblage	-	+	4		aeae	e		"trójwymiarowa kompozycja utworzona z różnych przedmiotów"	
assembler	+	-	3	r	aee	e	er	"prosty język programowania, którego podstawowe instrukcje odpowiadają rozkazom wykonywanym bezpośrednio przez procesor komputera"	
astat	-	+	2	t	aa	a	tat	"promieniotwórczy pierwiastek chemiczny"	
aster	+	-	2	r	ae	e	er	"roślina ozdobna o fioletowych, niebieskich lub białych kwiatach"	растение
asteroid	-	+	4	d	aeoi	i		"krzywa płaska o kształcie zbliżonym do gwiazdy czteroramiennej"	
asterokalamit	-	+	6	t	aeoaai	i		NOT FOUND	
asteroksylon	-	+	5	n	aeoyo	o		NOT FOUND	
asteronim	-	+	4	m	aeoi	i		"kryptogram składający się z gwiazdek, np. *<sub>*</sub>*, ***"	
asterysk	-	+	3	sk	aey	y		"znak drukarski w kształcie gwiazdki (*)"	
asteryzm	-	+	3	zm	aey	y	yzm	"występowanie promienistych rozgałęzień dookoła źródła światła obserwowanego przez przezroczyste płytki kryształów niektórych minerałów"	
astmosan	-	+	3	n	aoa	a		NOT FOUND	
astrachan	-	+	3	n	aaa	a		"rodzaj pluszu używanego na płaszcze damskie imitujące futro"	
astragal	-	+	3	l	aaa	a		"ornament w formie wypukłego pasma perełek ułożonych na przemian z pałeczkami i krążkami"	
astral	+	-	2	l	aa	a		NOT FOUND	
astralit	-	+	3	t	aai	i	it	NOT FOUND	
astralon	-	+	3	n	aao	o	on	NOT FOUND	
astroblem	-	+	3	m	aoe	e		NOT FOUND	
astrofotometr	-	+	5	tr	aoooe	e		"fotometr służący do mierzenia natężenia światła ciał niebieskich"	артефакт
astrograf	-	+	3	f	aoa	a		"aparat służący do fotografowania ciał niebieskich"	артефакт
astrokompas	-	+	4	s	aooa	a		"przyrząd wyznaczający geograficzny kurs statku lub samolotu na podstawie wizualnego namiaru na określone ciało niebieskie"	артефакт
astrometr	-	+	3	tr	aoe	e		"przyrząd używany do mierzenia i określania położenia oraz ruchów ciał niebieskich"	артефакт
astron	-	+	2	n	ao	o		NOT FOUND	
astrospektrograf	-	+	5	f	aoeoa	a		"przyrząd służący do fotografowania widm ciał niebieskich"	артефакт
astrospektroskop	-	+	5	p	aoeoo	o		"przyrząd służący do wyznaczania temperatury i składu chemicznego gwiazd, planet, komet i materii międzygwiazdowej"	артефакт
astrych	-	+	2	ch	ay	y		NOT FOUND	
astygmat	-	+	3	t	aya	a		NOT FOUND	
astygmatyzm	-	+	4	zm	ayay	y	yzm	"wada soczewek powodująca, że promienie świetlne, wychodząc z jakiegoś punktu, po przejściu przez soczewki nie przecinają się w jednym punkcie, co powoduje nieostrość i zniekształcenie obrazu"	
asumpt	-	+	2	mpt	au	u		"powód lub zachęta do zrobienia czegoś"	
asylabizm	-	+	4	zm	ayai	i	izm	"występowanie niejednakowej liczby sylab w wersach (np. w wierszach wolnych)"	
asymilat	-	+	4	t	ayia	a		NOT FOUND	
asynchron	-	+	3	n	ayo	o		NOT FOUND	
asynchronizm	-	+	4	zm	ayoi	i	izm	"niezbieżność w czasie kilku zjawisk, czynności, procesów"	
asyndeton	-	+	4	n	ayeo	o		"konstrukcja składniowa charakteryzująca się brakiem spójników między współrzędnymi członami zdań lub zdaniami"	
aszaryzm	-	+	3	zm	aay	y	yzm	"prąd w teologii muzułmańskiej"	
aszet	-	+	2	t	ae	e		NOT FOUND	
aszram	-	+	2	m	aa	a		"każde z czterech stadiów życia zalecanego członkom trzech wyższych stanów społeczeństwa indyjskiego"	
atagan	-	+	3	n	aaa	a		NOT FOUND	
atak	-	+	2	k	aa	a		"gwałtowne uderzenie wojsk na nieprzyjaciela"	
atakamit	-	+	4	t	aaai	i		"minerał krystaliczny, ruda miedzi"	
ataksyt	-	+	3	t	aay	y		NOT FOUND	
atar	-	+	2	r	aa	a		NOT FOUND	
ataraktan	-	+	4	n	aaaa	a		NOT FOUND	
ataszat	-	+	3	t	aaa	a		"urząd attaché; też: biuro przedstawicielstwa dyplomatycznego, w którym urzęduje attaché"	
atawizm	-	+	3	zm	aai	i	izm	"występowanie u osobnika cechy jego odległych przodków, od dawna już niedziedziczonej"	
ateizm	-	+	3	zm	aei	i	izm	"pogląd zaprzeczający istnieniu Boga"	
atentat	-	+	3	t	aea	a		"zamach na czyjeś życie dokonany na tle politycznym"	
atest	-	+	2	st	ae	e		"dokument stwierdzający, że dany produkt spełnia obowiązujące normy i może być dopuszczony do sprzedaży"	артефакт
atestat	-	+	3	t	aea	a	at	NOT FOUND	
athanor	+	-	3	r	aao	o		NOT FOUND	
atlantyzm	-	+	3	zm	aay	y	yzm	NOT FOUND	
atlas	-	+	2	s	aa	a		"tytan dźwigający z rozkazu Zeusa na barkach sklepienie niebios"	
atlasik	-	+	3	k	aai	i	ik	"tytan dźwigający z rozkazu Zeusa na barkach sklepienie niebios"	
atlatl	+	-	2	tl	aa	a		NOT FOUND	
atman	-	+	2	n	aa	a		"w filozofii i religiach indyjskich: odwieczny, niezniszczalny duchowy pierwiastek"	
atmofil	+	-	3	l	aoi	i		"organizm o szczególnych wymaganiach względem składu chemicznego atmosfery"	
atmometr	-	+	3	tr	aoe	e		NOT FOUND	
atmoradiograf	-	+	6	f	aoaioa	a		NOT FOUND	
atmosferyk	-	+	4	k	aoey	y		NOT FOUND	
atofan	-	+	3	n	aoa	a		NOT FOUND	
atoksyl	-	+	3	l	aoy	y		NOT FOUND	
atol	-	+	2	l	ao	o		"wyspa koralowa lub pierścień takich wysp otaczających lagunę"	
atom	-	+	2	m	ao	o		"najmniejsza cząstka pierwiastka chemicznego zachowująca jego właściwości chemiczne"	
atomal	-	+	3	l	aoa	a	al	NOT FOUND	
atomizator	+	-	5	r	aoiao	o		NOT FOUND	
atomizer	+	-	4	r	aoie	e	er	NOT FOUND	
atomizm	-	+	3	zm	aoi	i	izm	"starożytna doktryna, głosząca, że świat składa się z próżni oraz nieskończonej liczby niepodzielnych, drobnych, ruchomych cząstek – atomów"	абстрактное понятие
atonalizm	-	+	4	zm	aoai	i	izm	NOT FOUND	
atonon	-	+	3	n	aoo	o		"wyraz nieakcentowany"	
atraktant	+	+	3	nt	aaa	a		"sygnał zapachowy, dźwiękowy lub świetlny wydawany przez zwierzęta w celu zwabienia ofiary lub partnera seksualnego; też: cecha rośliny przyciągająca zwierzęta do zapylenia kwiatów"	животное
atraktor	+	-	3	r	aao	o		"w teoriach rozważających modele zjawisk zmiennych w czasie: punkt lub zbiór, który w trakcie pewnego procesu przyciąga punkty leżące w jego otoczeniu"	
atrament	-	+	3	nt	aae	e		"wodny roztwór barwnika używany do pisania lub drukowania"	
atrybut	-	+	3	t	ayu	u		"cecha jakiejś rzeczy, osoby lub zjawiska wyróżniająca je spośród innych"	
attachat	-	+	3	t	aaa	a		NOT FOUND	
attometr	+	-	3	tr	aoe	e		NOT FOUND	
attycyzm	-	+	3	zm	ayy	y	yzm	"odmiana stylu retorycznego, charakteryzująca się powagą, prostotą i jasnością"	
attyk	-	+	2	k	ay	y		"ażurowa ścianka wieńcząca elewację budynku, kryjąca niskie poddasze lub zasłaniająca dach"	артефакт
atucik	-	+	3	k	aui	i		NOT FOUND	
atut	-	+	2	t	au	u		"zaleta, możliwość lub argument, których umiejętne wykorzystanie może dać oczekiwany rezultat"	
atłas	-	+	2	s	aa	a		"miękka tkanina, z prawej strony gładka i błyszcząca, z lewej matowa"	артефакт
atłasek	+	+	3	k	aae	e	ek	"gatunek nici bawełnianych używanych do haftu"	
aubryt	-	+	3	t	auy	y		NOT FOUND	
audiograf	-	+	5	f	auioa	a		"samozapisujący przyrząd do badania dokładności słuchu"	артефакт
audiogram	-	+	5	m	auioa	a		"graficzny zapis wyniku badania słuchu za pomocą audiometru"	артефакт
audiokardiometr	-	+	8	tr	auioaioe	e		NOT FOUND	
audiometr	-	+	5	tr	auioe	e		"aparat do badania słuchu"	артефакт
audion	-	+	4	n	auio	o		NOT FOUND	
audioskop	-	+	5	p	auioo	o		NOT FOUND	артефакт
audioteks	-	+	5	ks	auioe	e		NOT FOUND	
audiotekst	-	+	5	kst	auioe	e		NOT FOUND	
audiowizor	+	-	6	r	auioio	o		NOT FOUND	
auditing	-	+	4	ng	auii	i		"kontrola przedsiębiorstwa pod względem finansowym i organizacyjnym, wycena jego majątku oraz analiza perspektyw jego rozwoju, przeprowadzana przez ekspertów"	
audyfon	-	+	4	n	auyo	o		NOT FOUND	артефакт
audyt	-	+	3	t	auy	y		"kontrola przedsiębiorstwa pod względem finansowym i organizacyjnym, wycena jego majątku oraz analiza perspektyw jego rozwoju, przeprowadzana przez ekspertów"	
audytoriat	-	+	6	t	auyoia	a		NOT FOUND	
augit	-	+	3	t	aui	i		"minerał, pospolity składnik skał magmowych"	
augment	-	+	3	nt	aue	e		"gramatyczny prefiks e charakteryzujący formacje czasu przeszłego w dawnych językach indoeuropejskich"	
augmentatyw	-	+	5	w	aueay	y		"wyraz o charakterze zgrubiałym"	
august	+	-	3	st	auu	u		"tytuł cesarzy rzymskich"	
augustdor	+	-	4	r	auuo	o		"złota moneta polska Augusta III"	
augustynizm	-	+	5	zm	auuyi	i	izm	"doktryna filozoficzna i teologiczna św. Augustyna"	абстрактное понятие
auksanometr	-	+	5	tr	auaoe	e		"aparat do pomiaru wzrostu roślin"	артефакт
auksautotrof	-	+	6	f	auauoo	o		NOT FOUND	
auksochrom	-	+	4	m	auoo	o		NOT FOUND	
auksoheterotrof	-	+	7	f	auoeeoo	o		NOT FOUND	
auksotrof	-	+	4	f	auoo	o		NOT FOUND	
aulakogen	-	+	5	n	auaoe	e		"wielki rów tektoniczny wypełniony osadami o znacznie większej miąższości niż osady na obszarach przyległych"	
aulos	-	+	3	s	auo	o		"starogrecki instrument dęty w kształcie długiej piszczałki"	артефакт
aureus	+	-	4	s	aueu	u		"złota moneta bita w starożytnym Rzymie"	артефакт
aurypigment	-	+	5	nt	auyie	e		"minerał barwy żółtej"	
austenit	-	+	4	t	auei	i		"składnik strukturalny stali i żeliw"	
austrofilizm	-	+	5	zm	auoii	i	izm	NOT FOUND	
austroslawizm	-	+	5	zm	auoai	i	izm	"program przebudowy monarchii austriackiej w federację równouprawnionych narodów pod berłem Habsburgów"	
auswajs	-	+	3	js	aua	a		"w czasie okupacji niemieckiej: zaświadczenie o zatrudnieniu wydawane Polakom przez Niemców"	
ausweis	-	+	4	s	auei	i		"w czasie okupacji niemieckiej: zaświadczenie o zatrudnieniu wydawane Polakom przez Niemców"	
auszpik	-	+	3	k	aui	i		"potrawa z mięsa lub ryby w galarecie; też: sama ta galareta"	
ausztuk	-	+	3	k	auu	u		NOT FOUND	
aut	-	+	2	t	au	u		"wyjście piłki poza obręb boiska lub kortu"	
autarkizm	-	+	4	zm	auai	i	izm	NOT FOUND	
autentyk	-	+	4	k	auey	y		"to, co jest autentyczne"	
autentyzm	-	+	4	zm	auey	y	yzm	"zgodność z rzeczywistością"	
autoalarm	-	+	5	rm	auoaa	a		"urządzenie alarmowe w samochodzie, włączające się w momencie próby włamania"	артефакт
autoanalizator	+	-	8	r	auoaaiao	o		NOT FOUND	
autobiografizm	-	+	7	zm	auoioai	i	izm	"skłonność do czerpania tematu literackiego z własnych przeżyć, pisanie o sobie i o swoim życiu"	
autobiwak	-	+	5	k	auoia	a		"miejsce obozowania lub postoju dla turystów zmotoryzowanych"	
autoburdel	-	+	5	l	auoue	e		NOT FOUND	
autobus	-	+	4	s	auou	u		"samochód przystosowany do przewożenia większej liczby osób"	артефакт
autobusik	+	+	5	k	auoui	i		NOT FOUND	артефакт
autocamping	-	+	5	ng	auoai	i		"kemping dla turystów zmotoryzowanych"	
autochrom	-	+	4	m	auoo	o		NOT FOUND	
autochton	+	-	4	n	auoo	o		"rdzenny mieszkaniec danego obszaru"	
autochtonizm	-	+	5	zm	auooi	i	izm	NOT FOUND	
autocross	-	+	4	ss	auoo	o		"wyścig samochodowy na krótkiej trasie z naturalnymi przeszkodami"	артефакт
autocykl	-	+	4	kl	auoy	y		NOT FOUND	артефакт
autocytat	-	+	5	t	auoya	a		NOT FOUND	
autodeterminizm	-	+	7	zm	auoeeii	i	izm	NOT FOUND	
autodoping	-	+	5	ng	auooi	i		NOT FOUND	
autodrom	-	+	4	m	auoo	o		"specjalnie urządzony tor przeznaczony do prób i zawodów samochodowych"	
autodydaktyzm	-	+	6	zm	auoyay	y	yzm	NOT FOUND	
autoerotyzm	-	+	6	zm	auoeoy	y	yzm	"wzmożone zainteresowanie własnym ciałem, prowadzące do masturbacji"	
autoexec	-	+	5	c	auoee	e		NOT FOUND	
autofocus	-	+	5	s	auoou	u		"urządzenie do automatycznego nastawiania ostrości w aparatach fotograficznych i kamerach"	артефакт
autofokus	-	+	5	s	auoou	u		"urządzenie do automatycznego nastawiania ostrości w aparatach fotograficznych i kamerach"	артефакт
autogaz	-	+	4	z	auoa	a		"gaz używany zamiast benzyny do zasilania samochodu"	вещество
autogen	-	+	4	n	auoe	e		NOT FOUND	
autograf	-	+	4	f	auoa	a		"własnoręczny podpis"	
autohandel	-	+	5	l	auoae	e		NOT FOUND	
autokar	-	+	4	r	auoa	a		"autobus turystyczny"	артефакт
autokarawan	-	+	6	n	auoaaa	a		NOT FOUND	
autokemping	-	+	5	ng	auoei	i		"kemping dla turystów zmotoryzowanych"	
autoklaw	-	+	4	w	auoa	a		"hermetycznie zamykany zbiornik do ogrzewania pod wysokim ciśnieniem"	
autokod	-	+	4	d	auoo	o		NOT FOUND	
autokomentarz	+	-	6	rz	auooea	a		"komentarz do własnego utworu"	
autokomis	-	+	5	s	auooi	i		"komis samochodowy"	
autokosmetyk	-	+	6	k	auooey	y		"środek służący do czyszczenia i konserwacji samochodu"	артефакт
autokratyzm	-	+	5	zm	auoay	y	yzm	"cecha kogoś, kto postępuje w sposób władczy i nie liczy się z nikim"	
autokros	-	+	4	s	auoo	o		"wyścig samochodowy na krótkiej trasie z naturalnymi przeszkodami"	
autokrytycyzm	-	+	6	zm	auoyyy	y	yzm	"krytycyzm w stosunku do samego siebie"	
autol	-	+	3	l	auo	o		NOT FOUND	
autolakier	-	+	6	r	auoaie	e	er	NOT FOUND	
automacik	+	-	5	k	auoai	i		NOT FOUND	
automasaż	-	+	5	ż	auoaa	a		"masaż własnego ciała"	
automat	-	+	4	t	auoa	a		"maszyna wykonująca czynność lub ciąg czynności bez udziału człowieka"	артефакт
automatyzm	-	+	5	zm	auoay	y	yzm	"wykonywanie czynności bez udziału świadomości"	
autometamorfizm	-	+	7	zm	auoeaoi	i	izm	NOT FOUND	
automobil	-	+	5	l	auooi	i		"samochód (dziś używane w odniesieniu do zabytkowych samochodów)"	артефакт
automobilizm	-	+	6	zm	auooii	i	izm	"sport samochodowy"	
automobilklub	-	+	6	b	auooiu	u		"klub zrzeszający kierowców sportowych i miłośników samochodów"	
automorfizm	-	+	5	zm	auooi	i	izm	NOT FOUND	
autonomizm	-	+	5	zm	auooi	i	izm	"samodzielność i niezależność w decydowaniu o sobie"	
autopastisz	-	+	5	sz	auoai	i		NOT FOUND	
autoplagiat	-	+	6	t	auoaia	a		"plagiat własnego utworu"	
autoploid	-	+	5	d	auooi	i		"organizm, u którego zachodzi zjawisko autoploidalności"	
autopoliploid	-	+	7	d	auooioi	i		"organizm, u którego zachodzi zjawisko autoploidalności"	
autoportrecik	-	+	6	k	auooei	i		NOT FOUND	
autoportret	-	+	5	t	auooe	e		"portret artysty wykonany przez niego samego"	артефакт
autoprzeszczep	-	+	5	p	auoee	e		NOT FOUND	
autoradiogram	-	+	7	m	auoaioa	a		"fotograficzny obraz rozmieszczenia substancji promieniotwórczej, uzyskany przy badaniu obiektu metodą autoradiografii"	
autoradiomontaż	-	+	8	ż	auoaiooa	a		NOT FOUND	
autorament	-	+	5	nt	auoae	e		"rodzaj, typ"	
autoreferat	-	+	6	t	auoeea	a		"sprawozdanie autora z własnej pracy naukowej lub publicystycznej"	
autorefraktometr	-	+	7	tr	auoeaoe	e		"urządzenie sterowane mikroprocesorem, przeznaczone do komputerowego badania ostrości wzroku"	артефакт
autoresponder	+	-	6	r	auoeoe	e	er	NOT FOUND	
autorewers	-	+	5	rs	auoee	e		"funkcja w magnetofonie polegająca na automatycznym odtwarzaniu drugiej strony kasety po skończeniu się pierwszej"	
autorytaryzm	-	+	6	zm	auoyay	y	yzm	"system rządów, w którym władza jest w rękach armii lub jednej partii i nie podlega kontroli społecznej"	
autorytet	-	+	5	t	auoye	e		"uznanie jakim obdarzana jest dana osoba w jakiejś grupie"	
autosalon	-	+	5	n	auoao	o		NOT FOUND	
autosan	-	+	4	n	auoa	a		NOT FOUND	
autoserwis	-	+	5	s	auoei	i		"warsztat naprawy i obsługi technicznej samochodów; też: usługi w takim zakresie"	
